"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1981",35.412,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1982",35.972,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1983",35.836,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1984",36.289,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1985",36.519,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1986",37.194,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1987",37.298,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1988",37.43,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1989",36.267,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1990",37.481,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1991",38.206,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1992",37.984,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1993",38.365,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1994",38.74,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1995",38.963,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1996",40.252,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1997",41.162,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1998",40.463,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","1999",39.271,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2000",39.038,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2001",39.757,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2002",40.274,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2003",40.509,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2004",40.308,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2005",39.554,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2006",38.037,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2007",36.275,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2008",35.981,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2009",38.416,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2010",38.887,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2011",38.228,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2012",37.914,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2013",37.768,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2014",37.83,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2015",37.637,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2016",37.635,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2017",37.894,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2018",37.678,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2019",37.872,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2020",39.679,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2021",37.573,
"DEU","TAXSS","TOT","PC_TOT_TAX","A","2022",37.192,
"GRC","TAXSS","TOT","PC_GDP","A","1965",5.413,
"GRC","TAXSS","TOT","PC_GDP","A","1966",5.66,
"GRC","TAXSS","TOT","PC_GDP","A","1967",5.881,
"GRC","TAXSS","TOT","PC_GDP","A","1968",6.014,
"GRC","TAXSS","TOT","PC_GDP","A","1969",5.891,
"GRC","TAXSS","TOT","PC_GDP","A","1970",5.771,
"GRC","TAXSS","TOT","PC_GDP","A","1971",5.625,
"GRC","TAXSS","TOT","PC_GDP","A","1972",5.64,
"GRC","TAXSS","TOT","PC_GDP","A","1973",5.063,
"GRC","TAXSS","TOT","PC_GDP","A","1974",5.212,
"GRC","TAXSS","TOT","PC_GDP","A","1975",5.519,
"GRC","TAXSS","TOT","PC_GDP","A","1976",5.989,
"GRC","TAXSS","TOT","PC_GDP","A","1977",6.511,
"GRC","TAXSS","TOT","PC_GDP","A","1978",6.688,
"GRC","TAXSS","TOT","PC_GDP","A","1979",6.551,
"GRC","TAXSS","TOT","PC_GDP","A","1980",6.826,
"GRC","TAXSS","TOT","PC_GDP","A","1981",7.024,
"GRC","TAXSS","TOT","PC_GDP","A","1982",8.097,
"GRC","TAXSS","TOT","PC_GDP","A","1983",8.671,
"GRC","TAXSS","TOT","PC_GDP","A","1984",8.548,
"GRC","TAXSS","TOT","PC_GDP","A","1985",8.736,
"GRC","TAXSS","TOT","PC_GDP","A","1986",8.368,
"GRC","TAXSS","TOT","PC_GDP","A","1987",8.14,
"GRC","TAXSS","TOT","PC_GDP","A","1988",6.999,
"GRC","TAXSS","TOT","PC_GDP","A","1989",7.374,
"GRC","TAXSS","TOT","PC_GDP","A","1990",7.611,
"GRC","TAXSS","TOT","PC_GDP","A","1991",7.38,
"GRC","TAXSS","TOT","PC_GDP","A","1992",7.318,
"GRC","TAXSS","TOT","PC_GDP","A","1993",8.238,
"GRC","TAXSS","TOT","PC_GDP","A","1994",8.285,
"GRC","TAXSS","TOT","PC_GDP","A","1995",8.995,
"GRC","TAXSS","TOT","PC_GDP","A","1996",9.057,
"GRC","TAXSS","TOT","PC_GDP","A","1997",9.269,
"GRC","TAXSS","TOT","PC_GDP","A","1998",9.478,
"GRC","TAXSS","TOT","PC_GDP","A","1999",9.596,
"GRC","TAXSS","TOT","PC_GDP","A","2000",10.113,
"GRC","TAXSS","TOT","PC_GDP","A","2001",10.194,
"GRC","TAXSS","TOT","PC_GDP","A","2002",11.09,
"GRC","TAXSS","TOT","PC_GDP","A","2003",11.005,
"GRC","TAXSS","TOT","PC_GDP","A","2004",10.515,
"GRC","TAXSS","TOT","PC_GDP","A","2005",10.709,
"GRC","TAXSS","TOT","PC_GDP","A","2006",10.259,
"GRC","TAXSS","TOT","PC_GDP","A","2007",10.718,
"GRC","TAXSS","TOT","PC_GDP","A","2008",10.738,
"GRC","TAXSS","TOT","PC_GDP","A","2009",10.167,
"GRC","TAXSS","TOT","PC_GDP","A","2010",11.042,
"GRC","TAXSS","TOT","PC_GDP","A","2011",10.889,
"GRC","TAXSS","TOT","PC_GDP","A","2012",11.112,
"GRC","TAXSS","TOT","PC_GDP","A","2013",10.759,
"GRC","TAXSS","TOT","PC_GDP","A","2014",10.48,
"GRC","TAXSS","TOT","PC_GDP","A","2015",10.663,
"GRC","TAXSS","TOT","PC_GDP","A","2016",11.068,
"GRC","TAXSS","TOT","PC_GDP","A","2017",11.745,
"GRC","TAXSS","TOT","PC_GDP","A","2018",11.944,
"GRC","TAXSS","TOT","PC_GDP","A","2019",12.141,
"GRC","TAXSS","TOT","PC_GDP","A","2020",12.909,
"GRC","TAXSS","TOT","PC_GDP","A","2021",12.89,
"GRC","TAXSS","TOT","PC_GDP","A","2022",12.105,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1965",31.593,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1966",30.822,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1967",30.554,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1968",30.167,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1969",29.918,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1970",30.026,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1971",29.546,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1972",29.804,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1973",29.091,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1974",28.551,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1975",29.505,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1976",29.466,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1977",31.572,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1978",32.5,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1979",30.712,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1980",32.895,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1981",33.597,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1982",34.312,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1983",36.135,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1984",34.824,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1985",35.575,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1986",32.462,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1987",31.025,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1988",29.564,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1989",32.141,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1990",30.213,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1991",29.18,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1992",28.013,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1993",31.004,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1994",30.876,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1995",31.77,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1996",31.829,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1997",31.357,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1998",30.819,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","1999",30.161,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2000",30.256,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2001",31.918,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2002",33.457,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2003",34.944,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2004",34.514,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2005",33.597,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2006",33.04,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2007",33.707,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2008",33.766,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2009",33.061,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2010",34.176,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2011",31.785,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2012",30.572,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2013",29.978,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2014",28.852,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2015",29.154,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2016",28.487,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2017",29.837,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2018",29.843,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2019",30.751,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2020",33.231,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2021",32.75,
"GRC","TAXSS","TOT","PC_TOT_TAX","A","2022",29.536,
"HUN","TAXSS","TOT","PC_GDP","A","1991",16.008,
"HUN","TAXSS","TOT","PC_GDP","A","1992",17.306,
"HUN","TAXSS","TOT","PC_GDP","A","1993",17.688,
"HUN","TAXSS","TOT","PC_GDP","A","1994",16.53,
"HUN","TAXSS","TOT","PC_GDP","A","1995",14.53,
"HUN","TAXSS","TOT","PC_GDP","A","1996",13.522,
"HUN","TAXSS","TOT","PC_GDP","A","1997",12.77,
"HUN","TAXSS","TOT","PC_GDP","A","1998",12.555,
"HUN","TAXSS","TOT","PC_GDP","A","1999",11.56,
"HUN","TAXSS","TOT","PC_GDP","A","2000",11.309,
"HUN","TAXSS","TOT","PC_GDP","A","2001",11.171,
"HUN","TAXSS","TOT","PC_GDP","A","2002",12.206,
"HUN","TAXSS","TOT","PC_GDP","A","2003",12.075,
"HUN","TAXSS","TOT","PC_GDP","A","2004",11.743,
"HUN","TAXSS","TOT","PC_GDP","A","2005",11.895,
"HUN","TAXSS","TOT","PC_GDP","A","2006",12.072,
"HUN","TAXSS","TOT","PC_GDP","A","2007",13.217,
"HUN","TAXSS","TOT","PC_GDP","A","2008",13.167,
"HUN","TAXSS","TOT","PC_GDP","A","2009",12.573,
"HUN","TAXSS","TOT","PC_GDP","A","2010",11.568,
"HUN","TAXSS","TOT","PC_GDP","A","2011",12.639,
"HUN","TAXSS","TOT","PC_GDP","A","2012",13.206,
"HUN","TAXSS","TOT","PC_GDP","A","2013",12.846,
"HUN","TAXSS","TOT","PC_GDP","A","2014",12.684,
"HUN","TAXSS","TOT","PC_GDP","A","2015",12.68,
"HUN","TAXSS","TOT","PC_GDP","A","2016",13.169,
"HUN","TAXSS","TOT","PC_GDP","A","2017",12.278,
"HUN","TAXSS","TOT","PC_GDP","A","2018",11.639,
"HUN","TAXSS","TOT","PC_GDP","A","2019",11.632,
"HUN","TAXSS","TOT","PC_GDP","A","2020",11.078,
"HUN","TAXSS","TOT","PC_GDP","A","2021",10.464,
"HUN","TAXSS","TOT","PC_GDP","A","2022",9.405,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","1991",35.874,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","1992",39.018,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","1993",39.134,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","1994",38.68,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","1995",35.638,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","1996",34.302,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","1997",33.835,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","1998",33.515,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","1999",30.239,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2000",29.357,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2001",29.711,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2002",32.646,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2003",32.465,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2004",31.81,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2005",32.683,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2006",33.214,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2007",33.689,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2008",33.477,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2009",32.459,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2010",31.413,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2011",34.748,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2012",33.947,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2013",33.416,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2014",33.063,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2015",32.793,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2016",33.734,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2017",32.466,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2018",31.637,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2019",32.039,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2020",30.785,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2021",31.011,
"HUN","TAXSS","TOT","PC_TOT_TAX","A","2022",28.361,
"ISL","TAXSS","TOT","PC_GDP","A","1965",2.093,
"ISL","TAXSS","TOT","PC_GDP","A","1970",2.244,
"ISL","TAXSS","TOT","PC_GDP","A","1975",0.784,
"ISL","TAXSS","TOT","PC_GDP","A","1980",0.629,
"ISL","TAXSS","TOT","PC_GDP","A","1981",0.646,
"ISL","TAXSS","TOT","PC_GDP","A","1982",0.583,
"ISL","TAXSS","TOT","PC_GDP","A","1983",0.572,
"ISL","TAXSS","TOT","PC_GDP","A","1984",0.733,
"ISL","TAXSS","TOT","PC_GDP","A","1985",0.679,
"ISL","TAXSS","TOT","PC_GDP","A","1986",0.754,
"ISL","TAXSS","TOT","PC_GDP","A","1987",0.801,
"ISL","TAXSS","TOT","PC_GDP","A","1988",0.781,
"ISL","TAXSS","TOT","PC_GDP","A","1989",0.801,
"ISL","TAXSS","TOT","PC_GDP","A","1990",0.957,
"ISL","TAXSS","TOT","PC_GDP","A","1991",2.132,
"ISL","TAXSS","TOT","PC_GDP","A","1992",2.486,
"ISL","TAXSS","TOT","PC_GDP","A","1993",2.454,
"ISL","TAXSS","TOT","PC_GDP","A","1994",2.442,
"ISL","TAXSS","TOT","PC_GDP","A","1995",2.485,
"ISL","TAXSS","TOT","PC_GDP","A","1996",2.746,
"ISL","TAXSS","TOT","PC_GDP","A","1997",2.754,
"ISL","TAXSS","TOT","PC_GDP","A","1998",2.666,
"ISL","TAXSS","TOT","PC_GDP","A","1999",2.738,
"ISL","TAXSS","TOT","PC_GDP","A","2000",2.774,
"ISL","TAXSS","TOT","PC_GDP","A","2001",2.731,
"ISL","TAXSS","TOT","PC_GDP","A","2002",2.739,
"ISL","TAXSS","TOT","PC_GDP","A","2003",2.972,
"ISL","TAXSS","TOT","PC_GDP","A","2004",2.923,
"ISL","TAXSS","TOT","PC_GDP","A","2005",3.088,
"ISL","TAXSS","TOT","PC_GDP","A","2006",3.134,
"ISL","TAXSS","TOT","PC_GDP","A","2007",2.855,
"ISL","TAXSS","TOT","PC_GDP","A","2008",2.62,
"ISL","TAXSS","TOT","PC_GDP","A","2009",2.823,
"ISL","TAXSS","TOT","PC_GDP","A","2010",3.783,
"ISL","TAXSS","TOT","PC_GDP","A","2011",3.786,
"ISL","TAXSS","TOT","PC_GDP","A","2012",3.516,
"ISL","TAXSS","TOT","PC_GDP","A","2013",3.548,
"ISL","TAXSS","TOT","PC_GDP","A","2014",3.52,
"ISL","TAXSS","TOT","PC_GDP","A","2015",3.449,
"ISL","TAXSS","TOT","PC_GDP","A","2016",3.398,
"ISL","TAXSS","TOT","PC_GDP","A","2017",3.393,
"ISL","TAXSS","TOT","PC_GDP","A","2018",3.454,
"ISL","TAXSS","TOT","PC_GDP","A","2019",3.222,
"ISL","TAXSS","TOT","PC_GDP","A","2020",3.027,
"ISL","TAXSS","TOT","PC_GDP","A","2021",3.002,
"ISL","TAXSS","TOT","PC_GDP","A","2022",3.013,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1965",8.137,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1970",8.323,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1975",2.658,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1980",2.156,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1981",2.133,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1982",1.909,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1983",2.048,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1984",2.513,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1985",2.447,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1986",2.696,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1987",2.833,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1988",2.533,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1989",2.59,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1990",3.138,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1991",6.913,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1992",7.851,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1993",8.021,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1994",8.1,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1995",8.088,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1996",8.613,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1997",8.718,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1998",7.928,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","1999",7.621,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2000",7.731,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2001",8.017,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2002",8.112,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2003",8.426,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2004",8.046,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2005",7.854,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2006",7.911,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2007",7.432,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2008",7.646,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2009",9.026,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2010",11.743,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2011",11.404,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2012",10.357,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2013",10.338,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2014",9.484,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2015",9.816,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2016",6.758,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2017",9.139,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2018",9.474,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2019",9.174,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2020",8.328,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2021",8.547,
"ISL","TAXSS","TOT","PC_TOT_TAX","A","2022",8.628,
"IRL","TAXSS","TOT","PC_GDP","A","1965",1.595,
"IRL","TAXSS","TOT","PC_GDP","A","1966",1.818,
"IRL","TAXSS","TOT","PC_GDP","A","1967",2.012,
"IRL","TAXSS","TOT","PC_GDP","A","1968",2.219,
"IRL","TAXSS","TOT","PC_GDP","A","1969",2.251,
"IRL","TAXSS","TOT","PC_GDP","A","1970",2.276,
"IRL","TAXSS","TOT","PC_GDP","A","1971",2.462,
"IRL","TAXSS","TOT","PC_GDP","A","1972",2.475,
"IRL","TAXSS","TOT","PC_GDP","A","1973",2.64,
"IRL","TAXSS","TOT","PC_GDP","A","1974",3.265,
"IRL","TAXSS","TOT","PC_GDP","A","1975",3.844,
"IRL","TAXSS","TOT","PC_GDP","A","1976",4.094,
"IRL","TAXSS","TOT","PC_GDP","A","1977",3.974,
"IRL","TAXSS","TOT","PC_GDP","A","1978",3.813,
"IRL","TAXSS","TOT","PC_GDP","A","1979",3.923,
"IRL","TAXSS","TOT","PC_GDP","A","1980",4.3,
"IRL","TAXSS","TOT","PC_GDP","A","1981",4.377,
"IRL","TAXSS","TOT","PC_GDP","A","1982",4.871,
"IRL","TAXSS","TOT","PC_GDP","A","1983",5.053,
"IRL","TAXSS","TOT","PC_GDP","A","1984",5.041,
"IRL","TAXSS","TOT","PC_GDP","A","1985",4.959,
"IRL","TAXSS","TOT","PC_GDP","A","1986",4.89,
"IRL","TAXSS","TOT","PC_GDP","A","1987",4.834,
"IRL","TAXSS","TOT","PC_GDP","A","1988",4.971,
"IRL","TAXSS","TOT","PC_GDP","A","1989",4.704,
"IRL","TAXSS","TOT","PC_GDP","A","1990",4.568,
"IRL","TAXSS","TOT","PC_GDP","A","1991",4.751,
"IRL","TAXSS","TOT","PC_GDP","A","1992",4.805,
"IRL","TAXSS","TOT","PC_GDP","A","1993",4.824,
"IRL","TAXSS","TOT","PC_GDP","A","1994",4.701,
"IRL","TAXSS","TOT","PC_GDP","A","1995",4.307,
"IRL","TAXSS","TOT","PC_GDP","A","1996",4.058,
"IRL","TAXSS","TOT","PC_GDP","A","1997",3.83,
"IRL","TAXSS","TOT","PC_GDP","A","1998",3.591,
"IRL","TAXSS","TOT","PC_GDP","A","1999",3.597,
"IRL","TAXSS","TOT","PC_GDP","A","2000",3.656,
"IRL","TAXSS","TOT","PC_GDP","A","2001",3.763,
"IRL","TAXSS","TOT","PC_GDP","A","2002",3.703,
"IRL","TAXSS","TOT","PC_GDP","A","2003",3.693,
"IRL","TAXSS","TOT","PC_GDP","A","2004",3.824,
"IRL","TAXSS","TOT","PC_GDP","A","2005",3.838,
"IRL","TAXSS","TOT","PC_GDP","A","2006",3.877,
"IRL","TAXSS","TOT","PC_GDP","A","2007",4.132,
"IRL","TAXSS","TOT","PC_GDP","A","2008",4.459,
"IRL","TAXSS","TOT","PC_GDP","A","2009",5.203,
"IRL","TAXSS","TOT","PC_GDP","A","2010",5.053,
"IRL","TAXSS","TOT","PC_GDP","A","2011",5.141,
"IRL","TAXSS","TOT","PC_GDP","A","2012",4.777,
"IRL","TAXSS","TOT","PC_GDP","A","2013",4.948,
"IRL","TAXSS","TOT","PC_GDP","A","2014",4.819,
"IRL","TAXSS","TOT","PC_GDP","A","2015",3.794,
"IRL","TAXSS","TOT","PC_GDP","A","2016",3.891,
"IRL","TAXSS","TOT","PC_GDP","A","2017",3.719,
"IRL","TAXSS","TOT","PC_GDP","A","2018",3.696,
"IRL","TAXSS","TOT","PC_GDP","A","2019",3.679,
"IRL","TAXSS","TOT","PC_GDP","A","2020",3.274,
"IRL","TAXSS","TOT","PC_GDP","A","2021",3.137,
"IRL","TAXSS","TOT","PC_GDP","A","2022",3.169,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1965",6.498,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1966",6.857,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1967",7.44,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1968",8.082,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1969",8.008,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1970",8.245,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1971",8.609,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1972",9.028,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1973",9.575,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1974",11.664,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1975",13.78,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1976",13.237,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1977",13.493,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1978",13.671,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1979",14.235,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1980",14.282,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1981",14.046,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1982",14.978,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1983",14.905,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1984",14.544,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1985",14.751,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1986",14.232,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1987",13.999,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1988",13.929,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1989",14.469,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1990",14.104,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1991",14.418,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1992",14.431,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1993",14.488,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1994",13.679,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1995",13.555,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1996",12.558,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1997",12.215,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1998",11.661,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","1999",11.666,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","2000",11.888,
"IRL","TAXSS","TOT","PC_TOT_TAX","A","2001",13.133,
